Siglas	Votos	Diputados	Candidatura
censo	559247	6	
participacion	404576		
abstencion	154671		
nulos	3117		
blancos	5224		
PP	137640	2	PARTIDO POPULAR
PSOE	148493	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	45350	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	47368	1	PODEMOS
IU-UPeC	12338	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	2041	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	1546	0	UNIÓN PROGRESO Y DEMOCRACIA
RECORTES CE	508	0	RECORTES CERO-GRUPO VERDE
EU-eX	951	0	EXTREMADURA UNIDA-EXTREMEÑOS
