Siglas	Votos	Diputados	Candidatura
censo	791114	562169	
participacion	7408		
abstencion	783706		
nulos	565214		
blancos	2788		
PSOE	280715	5	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	155785	3	PARTIDO POPULAR
IU	61604	1	IZQUIERDA UNIDA
CDS	4287	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	3518	0	LOS VERDES
PA	15786	0	PARTIDO ANDALUCISTA
LE	1620	0	LOS ECOLOGISTAS
ARM-ADE	2732	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PAP	27225	0	PARTIDO ANDALUZ DE PROGRESO
PST	1250	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
GIL	2455	0	GRUPO INDEPENDIENTE LIBERAL
PLN	279	0	PARTIDO DE LA LEY NATURAL
PCPE	740	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PH	189	0	PARTIDO HUMANISTA
FE-JONS	345	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
NPS	215	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
