Siglas	Votos	Diputados	Candidatura
censo	3893229	2769421	
participacion	86952		
abstencion	3806277		
nulos	2812062		
blancos	24014		
P.S.O.E.	1309171	16	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	470677	6	PARTIDO POPULAR
I.U.	155674	1	IZQUIERDA UNIDA
CiU	547993	6	CONVERGENCIA I UNIO
UPyD	5179	0	UNION PROGRESO Y DEMOCRACIA
ESQUERRA	184558	2	ESQUERRA REPUBLICANA DE CATALUNYA
C's	24220	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	8153	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	7324	0	LOS VERDES
PUM+J	1525	0	POR UN MUNDO MAS JUSTO
P.C.P.E.	3100	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	2851	0	CIUDADANOS EN BLANCO
FE de las JONS	1102	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	1326	0	DEMOCRACIA NACIONAL
EV-AE	12561	0	ELS VERDS - L'ALTERNATIVA ECOLOGISTA
PFyV	1279	0	FAMILIA Y VIDA
PH	627	0	PARTIDO HUMANISTA
P.O.S.I.	1486	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
AES	509	0	ALTERNATIVA ESPAÑOLA
E-2000	527	0	ESPAÑA 2000
RC	4250	0	PARTIT REPUBLICA CATALA
Ei	3733	0	EI ESCONS INSUBMISOS-ALTERNATIVA DELS DEMOCRATES DESCONTENTS
F.A.	524	0	FALANGE AUTENTICA
SAIn	293	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
AMD	1079	0	ALTERNATIVA MOTOR Y DEPORTES
PDLPEA	3050	0	PARTIDO DE LOS PENSIONISTAS EN ACCION
IR	1387	0	IZQUIERDA REPUBLICANA
A.u.N.	359	0	ALIANZA NACIONAL
P.C.	301	0	PARTIDO CARLISTA
PxCat	823	0	PARTIT PER CATALUNYA
PLCI	594	0	PARTIDO DE LAS LIBERTADES CIVILES
LI-LITCI	321	0	LUCHA INTERNACIONALISTA
