Siglas	Votos	Diputados	Candidatura
censo	328826	238361	
participacion	2654		
abstencion	326172		
nulos	239529		
blancos	483		
PSOE	127040	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	65470	2	COALICION POPULAR
CDS	17324	0	CENTRO DEMOCRATICO Y SOCIAL
IU	4796	0	COALICION IZQUIERDA UNIDA
MUC	2166	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	3736	0	PARTIDO REFORMISTA DEMOCRATICO
PCC	2	0	PARTIT DELS COMUNISTES DE CATALUNYA
FE-JONS	572	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	551	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	381	0	UNIDAD  POPULAR REPUBLICANA
POSI	638	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
EU	12483	0	EXTREMADURA UNIDA
