Siglas	Votos	Diputados	Candidatura
censo	4341020	3517354	
participacion	149020		
abstencion	4192000		
nulos	3550858		
blancos	40038		
P.S.O.E.	1401785	15	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	1737688	18	PARTIDO POPULAR
I.U.	164595	1	IZQUIERDA UNIDA
UPyD	132095	1	UNION PROGRESO Y DEMOCRACIA
C's	3996	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	4755	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
LV-GV	10875	0	LOS VERDES-GRUPO VERDE
PUM+J	2516	0	POR UN MUNDO MAS JUSTO
LVE	9925	0	LOS VERDES DE EUROPA
P.S.D.	1350	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	2130	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
CENB	2687	0	CIUDADANOS EN BLANCO
FE de las JONS	3250	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	3087	0	DEMOCRACIA NACIONAL
PFyV	998	0	FAMILIA Y VIDA
PH	901	0	PARTIDO HUMANISTA
P.O.S.I.	1340	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
AES	2082	0	ALTERNATIVA ESPAÑOLA
E-2000	764	0	ESPAÑA 2000
TC	611	0	TIERRA COMUNERA
F.A.	776	0	FALANGE AUTENTICA
SAIn	434	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
A.u.N.	406	0	ALIANZA NACIONAL
ABLA	1876	0	ALTERNATIVA EN BLANCO
P.C.	291	0	PARTIDO CARLISTA
PNF (NO-FUMADORES)	1616	0	PARTIDO DE LOS NO-FUMADORES
ULEG	1566	0	UNION POR LEGANES
FRENTE	552	0	FRENTE ESPAÑOL
C.D.S.	1248	0	CENTRO DEMOCRATICO SOCIAL
PREPAL	250	0	PARTIDO REGIONALISTA DEL PAIS LEONES
C.D.Es.	828	0	CENTRO DEMOCRATICO ESPAÑOL
PLCI	212	0	PARTIDO DE LAS LIBERTADES CIVILES
P.L.E.V.E.	786	0	PARTIDO LIBERAL DEL EMPLEO Y LA VIVIENDA ESTATAL
LI-LITCI	183	0	LUCHA INTERNACIONALISTA
PUEDE	214	0	PARTIDO UNIONISTA ESTADO DE ESPAÑA
PAIE	174	0	PARTIDO DE ALIANZA IBEROAMERICANA EUROPEA
