Siglas	Votos	Diputados	Candidatura
censo	489983	323786	
participacion	5395		
abstencion	484588		
nulos	324809		
blancos	272		
PSOE	127292	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	57646	1	COALICION POPULAR
CDS	39210	1	CENTRO DEMOCRATICO Y SOCIAL
IU	9312	0	COALICION IZQUIERDA UNIDA
PRD	2055	0	PARTIDO REFORMISTA DEMOCRATICO
PST	3313	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
AIC	58737	1	COALICION AGRUPACIONES INDEPENDIENTES DE CANARIAS
FE-JONS	760	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	1280	0	UNIFICACION COMUNISTA DE ESPAÑA
AC-INC	15499	0	ASAMBLEA CANARIA-IZQUIERDA NACIONALISTA CANARIA
LV	1451	0	LOS VERDES
VERDE	1088	0	VERTICE ESPAÑOL REIVINDICACION DESARROLL ECOLOGICO
POSI	815	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
