Siglas	Votos	Diputados	Candidatura
censo	317225	158781	
participacion	184539		
abstencion	132686		
nulos	2390		
blancos	23699		
PP	23699	0	PARTIDO POPULAR
PSOE	54414	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
VOX	12560	0	VOX
SUMAR	14561	0	SUMAR
ERC	34331	1	ESQUERRA REPUBLICANA DE CATALUNYA
JxCAT - JUNTS	33228	1	JUNTS PER CATALUNYA - JUNTS
PACMA	1352	0	PARTIDO ANIMALISTA CON EL MEDIO AMBIENTE
CUP-PR	5449	0	CANDIDATURA D'UNITAT POPULAR-PER LA RUPTURA
FO	247	0	FRENTE OBRERO
PDeCAT-E-CiU	1865	0	PARTIT DEMÒCRATA EUROPEU CATALÀ-ESPAI CIU
RECORTES CERO	120	0	RECORTES CERO
PCTE	192	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
ESCAÑOS EN BLANCO	462	0	ESCAÑOS EN BLANCO PARA DEJAR ESCAÑOS VACÍOS
