Siglas	Votos	Diputados	Candidatura
censo	440454	625846	
participacion	29140		
abstencion	411314		
nulos	1340		
blancos	314164		
PP	180249	4	PARTIDO POPULAR
PSOE	93495	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	16445	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	12225	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	2828	0	EQUO
PA	2659	0	PARTIDO ANDALUCISTA
ANTICAPITALISTAS	338	0	ANTICAPITALISTAS
UCE	178	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
D.N.	493	0	DEMOCRACIA NACIONAL
PRAO	253	0	PARTIDO REGIONALISTA POR ANDALUCIA ORIENTAL
DeC	270	0	DEMOS EL CAMBIO
