Siglas	Votos	Diputados	Candidatura
censo	314146	225762	
participacion	11528		
abstencion	302618		
nulos	227523		
blancos	4787		
PSOE	72745	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	120130	3	PARTIDO POPULAR
IU	6155	0	IZQUIERDA UNIDA
CDS	2842	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	937	0	LOS VERDES
BNG	16226	0	BLOQUE NACIONALISTA GALEGO
LE	508	0	LOS ECOLOGISTAS
ARM-ADE	310	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PLN	98	0	PARTIDO DE LA LEY NATURAL
PCPE	250	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PH	107	0	PARTIDO HUMANISTA
NPS	159	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
CNG	3306	0	CONVERXENCIA NACIONALISTA GALEGA
AG	248	0	ALTERNATIVA GALEGA
PB	108	0	PARTIDO DE EL BIERZO
