Siglas	Votos	Diputados	Candidatura
censo	933349	646577	
participacion	48155		
abstencion	885194		
nulos	657553		
blancos	10217		
PP	302626	5	PARTIDO POPULAR
PSOE-PROGR.	241830	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	67024	1	IZQUIERDA UNIDA
VERDES	4874	0	LOS VERDES
UC-CDS	658	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	329	0	PARTIDO HUMANISTA
PLN	280	0	PARTIDO DE LA LEY NATURAL
FE	295	0	LA FALANGE
URAS	13360	0	UNION RENOVADORA ASTURIANA
ES2000	607	0	PLATAFORMA ESPAÑA 2000
PADE	160	0	PARTIDO DEMOCRATA ESPAÑOL
FEI-FE 2000	173	0	FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000
PAS	5876	0	PARTIU ASTURIANISTA
AU.TO.NO.MO	1036	0	PARTIDO DE LOS AUTONOMOS Y PROFESIONALES
AA	2036	0	ANDECHA ASTUR
BIA	1085	0	BLOQUE DE LA IZQUIERDA ASTURIANA
