Siglas	Votos	Diputados	Candidatura
censo	1276691	12	
participacion	860050		
abstencion	416641		
nulos	6778		
blancos	8334		
PSOE	240202	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	207310	3	PARTIDO POPULAR
VOX	167395	3	VOX
PODEMOS-IU	108533	1	UNIDAS PODEMOS
Cs	69143	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
MÉS COMPROMÍS	35612	0	MÉS COMPROMÍS
PACMA	9417	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	891	0	RECORTES CERO-GRUPO VERDE
PUM+J	948	0	POR UN MUNDO MÁS JUSTO
PCPE	911	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
ERPV	1683	0	ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ
AVANT ADELANTE LOS VERDES	2337	0	AVANT ADELANTE LOS VERDES
P-LIB	556	0	PARTIDO LIBERTARIO
