Siglas	Votos	Diputados	Candidatura
censo	560195	323266	
participacion	16306		
abstencion	543889		
nulos	330773		
blancos	4902		
P.S.O.E.	127840	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	47858	1	PARTIDO POPULAR
I.U.	15812	0	IZQUIERDA UNIDA
EAJ-PNV	77903	2	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
UPyD	2620	0	UNION PROGRESO Y DEMOCRACIA
EA	25455	0	EUSKO ALKARTASUNA
C's	185	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	1089	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	2003	0	LOS VERDES
aralar	17332	0	ARALAR
PUM+J	642	0	POR UN MUNDO MAS JUSTO
FE de las JONS	85	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	131	0	DEMOCRACIA NACIONAL
PFyV	422	0	FAMILIA Y VIDA
PH	203	0	PARTIDO HUMANISTA
AES	63	0	ALTERNATIVA ESPAÑOLA
AMD	375	0	ALTERNATIVA MOTOR Y DEPORTES
P.C.	240	0	PARTIDO CARLISTA
UCL	44	0	UNION CENTRISTA LIBERAL
