Siglas	Votos	Diputados	Candidatura
censo	748389	529960	
participacion	74298		
abstencion	674091		
nulos	537371		
blancos	18351		
PP	284955	5	PARTIDO POPULAR
PSOE-PROGR.	122834	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	7883	0	IZQUIERDA UNIDA
BNG	104453	1	BLOQUE NACIONALISTA GALEGO
UC-CDS	634	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	839	0	PARTIDO HUMANISTA
FE	247	0	LA FALANGE
ES2000	199	0	PLATAFORMA ESPAÑA 2000
PADE	213	0	PARTIDO DEMOCRATA ESPAÑOL
FEI-FE 2000	329	0	FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000
AU.TO.NO.MO	952	0	PARTIDO DE LOS AUTONOMOS Y PROFESIONALES
DG	685	0	DEMOCRACIA GALEGA
CG	508	0	COALICION GALEGA
FPG	1301	0	FRENTE POPULAR GALEGA
