Siglas	Votos	Diputados	Candidatura
censo	868893	10	
participacion	545179		
abstencion	323714		
nulos	7815		
blancos	1196		
UCD	177459	4	UNION DE CENTRO DEMOCRATICO
PSOE	200346	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	73744	1	PARTIDO COMUNISTA DE ESPAÑA
CD	46365	1	COALICION DEMOCRATICA
UN	11178	0	PARTIDO UNION NACIONAL
PTE	1489	0	PARTIDO DEL TRABAJO DE ESPAÑA
PSOE-H	3101	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
ORT	2518	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	6003	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
IR	1740	0	IZQUIERDA REPUBLICANA
OCEBR-UCE	1149	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
PCT	3102	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
LCR	1312	0	LIGA COMUNISTA REVOLUCIONARIA
FJONSA	1623	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
ULE	802	0	UNION PARA LA LIBERTAD DE EXPRESION
CNA	3049	0	CONCEYU NACIONALISTA ASTUR
UF-FI-AT	1188	0	FALANGE ESPAÑOLA INDEPENDIENTE-UNIDAD FALANGISTA
