Siglas	Votos	Diputados	Candidatura
censo	401885	5	
participacion	299003		
abstencion	102882		
nulos	2282		
blancos	3427		
PP	113451	3	PARTIDO POPULAR
PSOE	91959	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	36477	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	36879	0	PODEMOS
IU-UPeC	9834	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	1949	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	1625	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	560	0	VOX
RECORTES CE	386	0	RECORTES CERO-GRUPO VERDE
DN	174	0	DEMOCRACIA NACIONAL
