Siglas	Votos	Diputados	Candidatura
censo	453586	348605	
participacion	12595		
abstencion	440991		
nulos	355339		
blancos	3392		
PSOE	113906	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	127653	2	PARTIDO POPULAR
IU	19899	0	IZQUIERDA UNIDA
Na-Bai	61045	1	NAFARROA BAI
CDS	763	0	CENTRO DEMOCRATICO Y SOCIAL
PH	958	0	PARTIDO HUMANISTA
IR	634	0	IZQUIERDA REPUBLICANA
PFyV	778	0	PARTIDO FAMILIA Y VIDA
DN	351	0	DEMOCRACIA NACIONAL
FE	195	0	LA FALANGE
MSR	173	0	MOVIMIENTO SOCIAL REPUBLICANO
CDN	5573	0	CONVERGENCIA DE DEMOCRATAS DE NAVARRA
ESPAÑA 2000	221	0	ESPAÑA 2000
PC	620	0	PARTIDO CARLISTA
