Siglas	Votos	Diputados	Candidatura
censo	501411	5	
participacion	362910		
abstencion	138501		
nulos	2303		
blancos	3806		
PSOE	90534	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	77902	1	PARTIDO POPULAR
Cs	54361	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	36784	0	UNIDAS PODEMOS
VOX	40139	0	VOX
PRC	52266	1	PARTIDO REGIONALISTA DE CANTABRIA
PACMA	3049	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	332	0	RECORTES CERO-GRUPO VERDE
PUM+J	274	0	POR UN MUNDO MÁS JUSTO
PCTE	260	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
PCPE	286	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	427	0	ESCAÑOS EN BLANCO
P-LIB	187	0	PARTIDO LIBERTARIO
