Siglas	Votos	Diputados	Candidatura
censo	309513	211908	
participacion	4131		
abstencion	305382		
nulos	212637		
blancos	850		
PSOE	111617	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	54433	1	COALICION POPULAR
CDS	18960	0	CENTRO DEMOCRATICO Y SOCIAL
IU	11010	0	COALICION IZQUIERDA UNIDA
MUC	1741	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	5565	0	PARTIDO REFORMISTA DEMOCRATICO
PA	3109	0	PARTIDO ANDALUCISTA
FE-JONS	428	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	446	0	UNIFICACION COMUNISTA DE ESPAÑA
UPR	707	0	UNIDAD  POPULAR REPUBLICANA
POSI	282	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
PSPA	1035	0	PARTIDO SOCIALISTA DEL PUEBLO ANDALUZ
