Siglas	Votos	Diputados	Candidatura
censo	498962	406173	
participacion	3342		
abstencion	495620		
nulos	408373		
blancos	1231		
PSOE	211124	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	142563	2	PARTIDO POPULAR
IU	36552	0	IZQUIERDA UNIDA
CDS	7657	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	1997	0	LOS VERDES
LE	774	0	LOS ECOLOGISTAS
ARM-ADE	394	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PLN	171	0	PARTIDO DE LA LEY NATURAL
E U	2130	0	EXTREMADURA UNIDA
PH	119	0	PARTIDO HUMANISTA
NPS	264	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
PREX	483	0	PARTIDO REGIONALISTA EXTREMEÑO
