Siglas	Votos	Diputados	Candidatura
censo	338724	5	
participacion	272099		
abstencion	66625		
nulos	4987		
blancos	962		
PSOE	91228	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	35178	1	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	5994	0	UNION DE CENTRO DEMOCRATICO
PCE	8431	0	PARTIDO COMUNISTA DE ESPAÑA
CIU	96306	2	CONVERGENCIA I UNIO
CDS	5328	0	CENTRO DEMOCRATICO Y SOCIAL
ERC	15157	0	ESQUERRA REPUBLICANA DE CATALUNYA
FN	1377	0	ASOCIACION POLITICA FUERZA NUEVA
PST	1596	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCC	1569	0	PARTIT DELS COMUNISTES DE CATALUNYA
NE	2589	0	NACIONALISTES D'ESQUERRA
UCE	204	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	330	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
LC (COSI)	161	0	LIGA COMUNISTA (C.OBREROS SOCIAL.INTERNACIONALIS.)
CE-FCC	224	0	COALICION ELECTORAL FRONT COMUNISTA DE CATALUNYA
CC	478	0	CONSERVADORS DE CATALUNYA
