Siglas	Votos	Diputados	Candidatura
censo	1160216	11	
participacion	783158		
abstencion	377058		
nulos	5724		
blancos	6594		
PP	224745	4	PARTIDO POPULAR
PSOE	208896	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	132586	2	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	132980	2	PODEMOS
IU-UPeC	52772	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	8886	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	4522	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	1817	0	VOX
RECORTES CE	974	0	RECORTES CERO-GRUPO VERDE
PCPE	1029	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
P-LIB	290	0	PARTIDO LIBERTARIO
mlgXSÍ	934	0	MÁLAGA POR SÍ
SOLUCIONA	409	0	SOLUCIONA
