Siglas	Votos	Diputados	Candidatura
censo	562990	6	
participacion	347861		
abstencion	215129		
nulos	3060		
blancos	3241		
PP	51241	1	PARTIDO POPULAR
PSOE	53967	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	39082	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
ECP	75328	1	EN COMÚ PODEM-GUANYEM EL CANVI
ERC-CATSÍ	67759	1	ESQUERRA REPUBLICANA/CATALUNYA SÍ
CDC	47226	1	CONVERGÈNCIA DEMOCRÀTICA DE CATALUNYA
PACMA	5680	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	853	0	RECORTES CERO-GRUPO VERDE
PCPE	424	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
