Siglas	Votos	Diputados	Candidatura
censo	431381	184720	
participacion	316309		
abstencion	115072		
nulos	3003		
blancos	129170		
PP	129170	2	PARTIDO POPULAR
PSOE	103596	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
VOX	47948	1	VOX
SUMAR	28049	0	SUMAR
PACMA	1105	0	PARTIDO ANIMALISTA CON EL MEDIO AMBIENTE
FO	601	0	FRENTE OBRERO
RECORTES CERO	159	0	RECORTES CERO
PUM+J	376	0	POR UN MUNDO MÁS JUSTO
PCTE	335	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
ESCAÑOS EN BLANCO	583	0	ESCAÑOS EN BLANCO PARA DEJAR ESCAÑOS VACÍOS
FE de las JONS	164	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
ESPAÑA VACIADA	1226	0	ESPAÑA VACIADA
Ud.Ca	463	0	UNIDAD CASTELLANA
FUERZA CÍVICA	115	0	FUERZA CÍVICA
