Siglas	Votos	Diputados	Candidatura
censo	402855	298299	
participacion	2526		
abstencion	400329		
nulos	301118		
blancos	963		
PSOE	119352	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	114403	2	PARTIDO POPULAR
IU	19058	0	IZQUIERDA UNIDA
CDS	28976	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	2208	0	AGRUPACION RUIZ-MATEOS
LV-LV	1860	0	LOS VERDES-LISTA VERDE
LVE	2481	0	LOS VERDES ECOLOGISTAS
PTE-UC	1291	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	1727	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	1132	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	868	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	347	0	PARTIDO HUMANISTA
AR	256	0	ALIANZA POR LA REPUBLICA
PAS	186	0	PARTIU ASTURIANISTA
R. X C.	904	0	RADICALES POR CANTABRIA
