Siglas	Votos	Diputados	Candidatura
censo	136669	54955	
participacion	97956		
abstencion	38713		
nulos	1164		
blancos	42369		
PP	42369	2	PARTIDO POPULAR
PSOE	26828	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
VOX	15068	0	VOX
SUMAR	5027	0	SUMAR
PACMA	275	0	PARTIDO ANIMALISTA CON EL MEDIO AMBIENTE
FO	100	0	FRENTE OBRERO
RECORTES CERO	42	0	RECORTES CERO
PUM+J	91	0	POR UN MUNDO MÁS JUSTO
PCTE	85	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
XAV	7362	0	POR ÁVILA
FE de las JONS	77	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
