Siglas	Votos	Diputados	Candidatura
censo	1163657	11	
participacion	752086		
abstencion	411571		
nulos	6178		
blancos	7228		
PP	256033	4	PARTIDO POPULAR
PSOE	201444	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	140829	2	UNIDOS PODEMOS
C's	121294	2	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	11523	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GRUPO VERDE	1461	0	RECORTES CERO-GRUPO VERDE
UPyD	1832	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	1770	0	VOX
PCPE	983	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
AND	1121	0	PARTIDO SOMOS ANDALUCES POR ANDALUCÍA Y LOS PUEBLOS
IZAR	390	0	IZQUIERDA ANTICAPITALISTA REVOLUCIONARIA
