Siglas	Votos	Diputados	Candidatura
censo	868940	551637	
participacion	16054		
abstencion	852886		
nulos	558320		
blancos	2806		
PP	228024	4	PARTIDO POPULAR
PSOE-PROGR.	218133	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	36851	0	IZQUIERDA UNIDA
PA	54570	1	PARTIDO ANDALUCISTA
GIL	3006	0	GRUPO INDEPENDIENTE LIBERAL
UC-CDS	401	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	596	0	PARTIDO HUMANISTA
PLN	487	0	PARTIDO DE LA LEY NATURAL
FE	338	0	LA FALANGE
ES2000	342	0	PLATAFORMA ESPAÑA 2000
PADE	279	0	PARTIDO DEMOCRATA ESPAÑOL
IA	1887	0	IZQUIERDA ANDALUZA
FEI-FE 2000	321	0	FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000
NA	667	0	NACION ANDALUZA
A	527	0	ASAMBLEA DE ANDALUCIA
PPCR	546	0	PARTIDO POSITIVISTA CRISTIANO
