Siglas	Votos	Diputados	Candidatura
censo	244316	188427	
participacion	3061		
abstencion	241255		
nulos	191049		
blancos	901		
PSOE	56137	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	48992	1	PARTIDO POPULAR
IU	14181	0	IZQUIERDA UNIDA
EAJ-PNV	47090	1	EUSKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
EA	7838	0	EUSKO ALKARTASUNA
ARALAR-ZUTIK	3417	0	ARALAR-ZUTIK
CDS	360	0	CENTRO DEMOCRATICO Y SOCIAL
PH	1021	0	PARTIDO HUMANISTA
IR	281	0	IZQUIERDA REPUBLICANA
DN	110	0	DEMOCRACIA NACIONAL
FE de las JONS	71	0	FALANGE ESPAÑOLA DE LAS JONS
FE	49	0	LA FALANGE
MSR	103	0	MOVIMIENTO SOCIAL REPUBLICANO
PC	64	0	PARTIDO CARLISTA
