Siglas	Votos	Diputados	Candidatura
censo	3557636	2449820	
participacion	18768		
abstencion	3538868		
nulos	2459692		
blancos	4628		
PSOE	1054135	16	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	261166	4	COALICION POPULAR
CDS	106434	1	CENTRO DEMOCRATICO Y SOCIAL
CIU	728372	11	CONVERGENCIA I UNIO
IU	101654	1	COALICION IZQUIERDA UNIDA
MUC	15390	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
ERC	62390	0	ESQUERRA REPUBLICANA DE CATALUNYA
PST	7964	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCC	44757	0	PARTIT DELS COMUNISTES DE CATALUNYA
FE-JONS	2999	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	4411	0	UNIFICACION COMUNISTA DE ESPAÑA
AV	14788	0	LISTA ALTERNATIVA VERDE
VERDE	11746	0	VERTICE ESPAÑOL REIVINDICACION DESARROLL ECOLOGICO
UPR	2658	0	UNIDAD  POPULAR REPUBLICANA
POSI	2386	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
PORE	1626	0	PARTIDO DE LOS OBREROS REVOLUCIONARIOS DE ESPAÑA
PSDC	3137	0	PARTIT SOCIALDEMOCRATA DE CATALUNYA
LOC	1952	0	LIGA OBRERA COMUNISTA
PED	1169	0	PARTIDO ESPAÑOL DEMOCRATA
PROV	756	0	PARTIDO PROVERISTA
