Siglas	Votos	Diputados	Candidatura
censo	517591	417912	
participacion	8364		
abstencion	509227		
nulos	422857		
blancos	1824		
PSOE	228611	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	143288	2	PARTIDO POPULAR
IU	24483	0	IZQUIERDA UNIDA
PA	15493	0	PARTIDO ANDALUCISTA
CENB	380	0	CIUDADANOS EN BLANCO
CDS	225	0	CENTRO DEMOCRATICO Y SOCIAL
PSA	1068	0	PARTIDO SOCIALISTA DE ANDALUCIA
PH	507	0	PARTIDO HUMANISTA
IR	150	0	IZQUIERDA REPUBLICANA
PFyV	221	0	PARTIDO FAMILIA Y VIDA
DN	134	0	DEMOCRACIA NACIONAL
FE de las JONS	134	0	FALANGE ESPAÑOLA DE LAS JONS
FE	105	0	LA FALANGE
MSR	72	0	MOVIMIENTO SOCIAL REPUBLICANO
ESPAÑA 2000	109	0	ESPAÑA 2000
A	201	0	ASAMBLEA DE ANDALUCIA
