Siglas	Votos	Diputados	Candidatura
censo	580706	6	
participacion	367464		
abstencion	213242		
nulos	2711		
blancos	1971		
PP	35312	0	PARTIDO POPULAR
PSOE	51449	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	104566	2	UNIDOS PODEMOS
C's	11683	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
EAJ-PNV	85015	2	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
PACMA	2788	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
EH Bildu	69828	1	EUSKAL HERRIA BILDU
RECORTES CERO-GRUPO VERDE	1172	0	RECORTES CERO-GRUPO VERDE
UPyD	478	0	UNIÓN PROGRESO Y DEMOCRACIA
PCPE	284	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
P-LIB	207	0	PARTIDO LIBERTARIO
