Siglas	Votos	Diputados	Candidatura
censo	343097	263395	
participacion	6061		
abstencion	337036		
nulos	264543		
blancos	2733		
PSOE	126242	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	98341	2	PARTIDO POPULAR
IU	25020	0	IZQUIERDA UNIDA
CDS	3585	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	1391	0	LOS VERDES
PA	3551	0	PARTIDO ANDALUCISTA
LE	487	0	LOS ECOLOGISTAS
ARM-ADE	375	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
PAP	952	0	PARTIDO ANDALUZ DE PROGRESO
GIL	1475	0	GRUPO INDEPENDIENTE LIBERAL
PLN	106	0	PARTIDO DE LA LEY NATURAL
FE-JONS	131	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
NPS	101	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
PIAP	466	0	PARTIDO DE INTEGRACION POR ALMERIA Y SUS PUEBLOS
