Siglas	Votos	Diputados	Candidatura
censo	111360	3	
participacion	84286		
abstencion	27074		
nulos	1028		
blancos	567		
UCD	49375	2	UNION DE CENTRO DEMOCRATICO
PSOE	19216	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	3450	0	PARTIDO COMUNISTA DE ESPAÑA
CD	5458	0	COALICION DEMOCRATICA
UN	948	0	PARTIDO UNION NACIONAL
PTE	306	0	PARTIDO DEL TRABAJO DE ESPAÑA
ORT	299	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	532	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
FJONSA	195	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
PRE	2912	0	PARTIDO RURALISTA ESPAÑOL
