Siglas	Votos	Diputados	Candidatura
censo	125385	3	
participacion	103778		
abstencion	21607		
nulos	1708		
blancos	310		
UCD	51568	2	UNION DE CENTRO DEMOCRATICO
PSOE	25878	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	3744	0	PARTIDO COMUNISTA DE ESPAÑA
AP	14638	0	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	3084	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDI	829	0	FRENTE DEMOCRATICO DE IZQUIERDAS
AEICYU	1623	0	AGRUPACION ELECTORAL INDEP. DEL CAMPO Y LA CIUDAD
ADC	396	0	AGRUPACION DE ELECTORES CARLISTAS
