Siglas	Votos	Diputados	Candidatura
censo	442375	5	
participacion	295812		
abstencion	146563		
nulos	2943		
blancos	3411		
PP	104077	2	PARTIDO POPULAR
PSOE	74128	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	37902	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	51441	1	PODEMOS
IU-UPeC	13997	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	1838	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	2047	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	745	0	VOX
RECORTES CE	482	0	RECORTES CERO-GRUPO VERDE
PCPE	534	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
DN	313	0	DEMOCRACIA NACIONAL
PREPAL	922	0	PARTIDO REGIONALISTA DEL PAÍS LEONES
CRA	1032	0	CIUDADANOS RURALES AGRUPADOS
