Siglas	Votos	Diputados	Candidatura
censo	1304307	1036373	
participacion	9691		
abstencion	1294616		
nulos	1047172		
blancos	3460		
PP	327384	4	PARTIDO POPULAR
PSOE	521484	7	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU	139733	2	IZQUIERDA UNIDA
PA	36797	0	PARTIDO ANDALUCISTA
UC	478	0	UNION CENTRISTA
PRT	1117	0	PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES
PCPE	1162	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PH	515	0	PARTIDO HUMANISTA
FEA	616	0	FALANGE ESPAÑOLA AUTENTICA
NA	500	0	NACION ANDALUZA
AUN	351	0	ALIANZA POR LA UNIDAD NACIONAL
FEI	346	0	FALANGE ESPAÑOLA INDEPENDIENTE
VDPA	529	0	VOZ DEL PUEBLO ANDALUZ
