Siglas	Votos	Diputados	Candidatura
censo	1531161	12	
participacion	1105238		
abstencion	425923		
nulos	9968		
blancos	11217		
PP	275463	3	PARTIDO POPULAR
PSOE	371142	5	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	142574	2	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS	208408	2	PODEMOS
IU-UPeC	62309	0	UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN
PACMA	9976	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	6421	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	2717	0	VOX
RECORTES CE	1413	0	RECORTES CERO-GRUPO VERDE
PCPE	893	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las J	989	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
P-LIB	652	0	PARTIDO LIBERTARIO
PCOE	1096	0	PARTIDO COMUNISTA OBRERO ESPAÑOL
