Siglas	Votos	Diputados	Candidatura
censo	715165	876544	
participacion	15575		
abstencion	699590		
nulos	625		
blancos	444863		
PP	217327	5	PARTIDO POPULAR
PSOE	126512	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	21668	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	18525	0	UNIÓN PROGRESO Y DEMOCRACIA
ESQUERRA	4681	0	ESQUERRA REPUBLICANA
EQUO	31417	0	EQUO
PACMA	3641	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
Eb	4271	0	ESCAÑOS EN BLANCO
PUM+J	1093	0	POR UN MUNDO MÁS JUSTO
UCE	450	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
PFyV	746	0	FAMILIA Y VIDA
