Siglas	Votos	Diputados	Candidatura
censo	293586	234687	
participacion	18835		
abstencion	274751		
nulos	239375		
blancos	5210		
PSOE	94655	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	128932	2	PARTIDO POPULAR
IU	4713	0	IZQUIERDA UNIDA
CENB	485	0	CIUDADANOS EN BLANCO
CDS	447	0	CENTRO DEMOCRATICO Y SOCIAL
PH	227	0	PARTIDO HUMANISTA
IR	140	0	IZQUIERDA REPUBLICANA
PFyV	281	0	PARTIDO FAMILIA Y VIDA
DN	101	0	DEMOCRACIA NACIONAL
PCPE	111	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	95	0	FALANGE ESPAÑOLA DE LAS JONS
FE	92	0	LA FALANGE
TC-PNC	163	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
MSR	83	0	MOVIMIENTO SOCIAL REPUBLICANO
FA	53	0	FALANGE AUTENTICA
UPSa	1871	0	UNION DEL PUEBLO SALMANTINO
PREPAL	512	0	SALAMANCA, ZAMORA, LEON PREPAL
