Siglas	Votos	Diputados	Candidatura
censo	419645	321341	
participacion	9821		
abstencion	409824		
nulos	324776		
blancos	3487		
PSOE	130241	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	142574	3	PARTIDO POPULAR
IU	21510	0	IZQUIERDA UNIDA
CDS	7694	0	CENTRO DEMOCRATICO Y SOCIAL
VERDES	1682	0	LOS VERDES
LE	704	0	LOS ECOLOGISTAS
ARM-ADE	627	0	AGRUPACION RUIZ-MATEOS-ALIANZA DEMOCR. EUROPEA
UPL	11805	0	UNION DEL PUEBLO LEONES
PLN	113	0	PARTIDO DE LA LEY NATURAL
PH	106	0	PARTIDO HUMANISTA
FE-JONS	220	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
NPS	109	0	COALICION POR UN NUEVO PARTIDO SOCIALISTA
TC-PNC	117	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
PB	1418	0	PARTIDO DE EL BIERZO
PREPAL	385	0	PARTIDO REGIONALISTA DEL PAIS LEONES
