Siglas	Votos	Diputados	Candidatura
censo	1191841	11	
participacion	826474		
abstencion	365367		
nulos	7288		
blancos	9606		
PSOE	251908	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	144562	2	PARTIDO POPULAR
Cs	159316	2	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PODEMOS-IU-EQUO	118537	2	UNIDAS PODEMOS
VOX	114199	1	VOX
PACMA	15122	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	1769	0	RECORTES CERO-GRUPO VERDE
PUM+J	1046	0	POR UN MUNDO MÁS JUSTO
PCTE	631	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
AxSI	1655	0	ANDALUCÍA POR SÍ
PCPA	835	0	PARTIDO COMUNISTA DEL PUEBLO ANDALUZ
