Siglas	Votos	Diputados	Candidatura
censo	127325	102845	
participacion	1027		
abstencion	126298		
nulos	104222		
blancos	378		
PP	53683	2	PARTIDO POPULAR
PSOE	36156	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU	11080	0	IZQUIERDA UNIDA
UC	333	0	UNION CENTRISTA
PRT	96	0	PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES
PH	121	0	PARTIDO HUMANISTA
FEA	138	0	FALANGE ESPAÑOLA AUTENTICA
TC-PNC	87	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
PRCM	84	0	PARTIDO REGIONALISTA DE CASTILLA-LA MANCHA
PRGU	338	0	PARTIDO REGIONALISTA DE GUADALAJARA
