Siglas	Votos	Diputados	Candidatura
censo	80878	58162	
participacion	633		
abstencion	80245		
nulos	58751		
blancos	171		
PSOE	20373	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	23949	2	COALICION POPULAR
CDS	8014	0	CENTRO DEMOCRATICO Y SOCIAL
IU	1500	0	COALICION IZQUIERDA UNIDA
MUC	400	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	1237	0	PARTIDO REFORMISTA DEMOCRATICO
PST	354	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCC	167	0	PARTIT DELS COMUNISTES DE CATALUNYA
UCE	277	0	UNIFICACION COMUNISTA DE ESPAÑA
