Siglas	Votos	Diputados	Candidatura
censo	81764	3	
participacion	56946		
abstencion	24818		
nulos	1426		
blancos	588		
UCD	31756	2	UNION DE CENTRO DEMOCRATICO
PSOE	14187	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	1550	0	PARTIDO COMUNISTA DE ESPAÑA
CD	5567	0	COALICION DEMOCRATICA
UN	664	0	PARTIDO UNION NACIONAL
PTE	341	0	PARTIDO DEL TRABAJO DE ESPAÑA
ORT	320	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	301	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
OCEBR-UCE	246	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
