Siglas	Votos	Diputados	Candidatura
censo	746275	470629	
participacion	2906		
abstencion	743369		
nulos	473084		
blancos	1016		
PSOE	243410	6	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	76688	1	PARTIDO POPULAR
IU	44871	1	IZQUIERDA UNIDA
CDS	19905	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	16225	0	AGRUPACION RUIZ-MATEOS
PA	53173	1	PARTIDO ANDALUCISTA
LV-LV	3928	0	LOS VERDES-LISTA VERDE
LVE	2791	0	LOS VERDES ECOLOGISTAS
PTE-UC	1501	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	1789	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	861	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	515	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	383	0	PARTIDO HUMANISTA
AR	408	0	ALIANZA POR LA REPUBLICA
PED	276	0	UNIDAD CENTRISTA-P.E.D.
