Siglas	Votos	Diputados	Candidatura
censo	574866	6	
participacion	388088		
abstencion	186778		
nulos	2715		
blancos	2669		
PSOE	73641	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	29923	0	PARTIDO POPULAR
VOX	31124	0	VOX
ERC-SOBIRANISTES	98782	2	ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES
Cs	22814	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
JxCAT-JUNTS	51461	1	JUNTS PER CATALUNYA-JUNTS
ECP-GUANYEM EL CANVI	46644	1	EN COMÚ PODEM-GUANYEM EL CANVI
CUP-PR	22129	0	CANDIDATURA D'UNITAT POPULAR-PER LA RUPTURA
PACMA	4588	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	533	0	RECORTES CERO-GRUPO VERDE
PUM+J	351	0	POR UN MUNDO MÁS JUSTO
PCPE	180	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PCTE	191	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
IZQP	343	0	IZQUIERDA EN POSITIVO
