Siglas	Votos	Diputados	Candidatura
censo	148027	118927	
participacion	4654		
abstencion	143373		
nulos	121286		
blancos	1203		
PSOE	51824	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	60449	2	PARTIDO POPULAR
IU	3415	0	IZQUIERDA UNIDA
CENB	287	0	CIUDADANOS EN BLANCO
CDS	279	0	CENTRO DEMOCRATICO Y SOCIAL
PH	152	0	PARTIDO HUMANISTA
IR	109	0	IZQUIERDA REPUBLICANA
PFyV	164	0	PARTIDO FAMILIA Y VIDA
DN	55	0	DEMOCRACIA NACIONAL
PCPE	124	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	70	0	FALANGE ESPAÑOLA DE LAS JONS
FE	41	0	LA FALANGE
TC-PNC	804	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
MSR	20	0	MOVIMIENTO SOCIAL REPUBLICANO
PADE	118	0	PARTIDO DEMOCRATA ESPAÑOL
FA	34	0	FALANGE AUTENTICA
