Siglas	Votos	Diputados	Candidatura
censo	867020	648331	
participacion	3327		
abstencion	863693		
nulos	651275		
blancos	829		
PSOE	314763	6	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP-PL	188399	3	COALICION POPULAR
CDS	61446	1	CENTRO DEMOCRATICO Y SOCIAL
IU	31340	0	COALICION IZQUIERDA UNIDA
MUC	6031	0	MESA PARA LA UNIDAD DE LOS COMUNISTAS
PRD	11407	0	PARTIDO REFORMISTA DEMOCRATICO
PST	2730	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UV	1786	0	UNIO VALENCIANA
PCC	533	0	PARTIT DELS COMUNISTES DE CATALUNYA
FE-JONS	2071	0	FALANGE ESPAÑOLA DE LAS JONS
UCE	1351	0	UNIFICACION COMUNISTA DE ESPAÑA
UPV	5735	0	UNITAT DEL POBLE VALENCIA
LV	5638	0	LOS VERDES
UPR	1038	0	UNIDAD  POPULAR REPUBLICANA
POSI	827	0	PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA
