Siglas	Votos	Diputados	Candidatura
censo	315033	5	
participacion	163961		
abstencion	151072		
nulos	2880		
blancos	590		
UCD	99440	4	UNION DE CENTRO DEMOCRATICO
PSOE	21079	0	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	2627	0	PARTIDO COMUNISTA DE ESPAÑA
AP	21502	1	FEDERACION DE PARTIDOS DE ALIANZA POPULAR
PSP-US	2358	0	PARTIDO SOCIALISTA POPULAR - UNIDAD SOCIALISTA
FDC-EDC	3384	0	COALICION ELECT. EQUIPO DE LA DEMOCRACIA CRISTIANA
FDI	2347	0	FRENTE DEMOCRATICO DE IZQUIERDAS
RSE	2884	0	REFORMA SOCIAL ESPAÑOLA
PSG	2458	0	PARTIDO SOCIALISTA GALEGO
BNPG	2412	0	BLOQUE NACIONAL POPULAR GALLEGO
