Siglas	Votos	Diputados	Candidatura
censo	1460284	15	
participacion	1092469		
abstencion	367815		
nulos	13991		
blancos	3308		
UCD	364175	6	UNION DE CENTRO DEMOCRATICO
PSOE	394813	7	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PCE	145141	2	PARTIDO COMUNISTA DE ESPAÑA
CD	47017	0	COALICION DEMOCRATICA
UN	27447	0	PARTIDO UNION NACIONAL
PTE	5076	0	PARTIDO DEL TRABAJO DE ESPAÑA
PSOE-H	11774	0	PART. SOCIALISTA OBRERO ESPAÑOL(SECTOR HISTORICO)
ORT	6636	0	ORGANIZACION REVOLUCIONARIA DE LOS TRABAJADORES
MC-OIC	8900	0	MOVIMIENTO COMUNISTA-ORGANIZ.IZQUIERDA COMUNISTA
BEAN	5992	0	BLOC D'ESQUERRAD'ALLIBERAMENT NACIONAL
IR	6350	0	IZQUIERDA REPUBLICANA
PCARL	2329	0	PARTIDO CARLISTA
OCEBR-UCE	1832	0	ORGANIZ. COMUNISTA DE ESPAÑA B.R.-UNIF.COMUNISTA
PCT	6657	0	PARTIDO COMUNISTA DE LOS TRABAJADORES
LCR	2119	0	LIGA COMUNISTA REVOLUCIONARIA
FJONSA	2324	0	FALANGE ESPAÑOLA DE LAS JONS AUTENTICA
PLIB	2947	0	PARTIDO LIBERAL
URV	15694	0	UNIO REGIONAL VALENCIANISTA
PNPV	13828	0	PARTIT NACIONALISTA DEL PAIS VALENCIA
ARDE	4119	0	ACCION REPUBLICANA DEMOCRATICA ESPAÑOLA
