Siglas	Votos	Diputados	Candidatura
censo	699328	1017564	
participacion	35873		
abstencion	663455		
nulos	1904		
blancos	512130		
PP	237785	4	PARTIDO POPULAR
PSOE	185867	3	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	40360	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	26255	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	3852	0	EQUO
PACMA	1370	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
Eb	1200	0	ESCAÑOS EN BLANCO
PA	3942	0	PARTIDO ANDALUCISTA
PUM+J	544	0	POR UN MUNDO MÁS JUSTO
P.C.P.E.	873	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
ANTICAPITALISTAS	484	0	ANTICAPITALISTAS
UCE	151	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
SAIn	185	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
PRAO	620	0	PARTIDO REGIONALISTA POR ANDALUCIA ORIENTAL
