Siglas	Votos	Diputados	Candidatura
censo	630103	482227	
participacion	13210		
abstencion	616893		
nulos	487681		
blancos	3682		
P.S.O.E.	246470	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
P.P.	182307	2	PARTIDO POPULAR
I.U.	34131	0	IZQUIERDA UNIDA
UPyD	2797	0	UNION PROGRESO Y DEMOCRACIA
CA	7972	0	COALICION ANDALUCISTA
C's	356	0	CIUDADANOS-PARTIDO DE LA CIUDADANIA
PACMA	591	0	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
VERDES	1229	0	LOS VERDES
PUM+J	815	0	POR UN MUNDO MAS JUSTO
P.S.D.	517	0	PARTIDO SOCIAL DEMOCRATA
P.C.P.E.	418	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE de las JONS	259	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
D.N.	194	0	DEMOCRACIA NACIONAL
PFyV	219	0	FAMILIA Y VIDA
PH	207	0	PARTIDO HUMANISTA
AES	371	0	ALTERNATIVA ESPAÑOLA
SAIn	321	0	SOLIDARIDAD Y AUTOGESTION INTERNACIONALISTA
A.u.N.	77	0	ALIANZA NACIONAL
