Siglas	Votos	Diputados	Candidatura
censo	571800	6	
participacion	420772		
abstencion	151028		
nulos	2202		
blancos	2580		
PSOE	89650	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	21376	0	PARTIDO POPULAR
Cs	52395	1	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
VOX	20105	0	VOX
ERC-SOBIRANISTES	113887	2	ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES
ECP-GUANYEM EL CANVI	50979	1	EN COMÚ PODEM - GUANYEM EL CANVI
JxCAT-JUNTS	51239	1	JUNTS PER CATALUNYA-JUNTS
PACMA	6189	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
FRONT REPUBLICÀ	8234	0	POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ
RECORTES CERO-GV	462	0	RECORTES CERO-GRUPO VERDE
PUM+J	280	0	POR UN MUNDO MÁS JUSTO
PCTE	471	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
IZQP	200	0	IZQUIERDA EN POSITIVO
PCPC	260	0	PARTIT COMUNISTA DEL POBLE DE CATALUNYA
CNV	263	0	CONVERGENTS
