Siglas	Votos	Diputados	Candidatura
censo	4178927	32	
participacion	3134881		
abstencion	1044046		
nulos	16747		
blancos	14440		
PSOE	769548	9	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	155935	1	PARTIDO POPULAR
Cs	373820	4	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
VOX	112019	1	VOX
ERC-SOBIRANISTES	716714	8	ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES
ECP-GUANYEM EL CANVI	509016	6	EN COMÚ PODEM - GUANYEM EL CANVI
JxCAT-JUNTS	316904	3	JUNTS PER CATALUNYA-JUNTS
PACMA	50505	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
FRONT REPUBLICÀ	84945	0	POBLE LLIURE - SOM ALTERNATIVA - PIRATES DE CATALUNYA: FRONT REPUBLICÀ
RECORTES CERO-GV	5845	0	RECORTES CERO-GRUPO VERDE
PCTE	1882	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
IZQP	2213	0	IZQUIERDA EN POSITIVO
PCPC	2555	0	PARTIT COMUNISTA DEL POBLE DE CATALUNYA
CNV	1793	0	CONVERGENTS
