Siglas	Votos	Diputados	Candidatura
censo	301579	384878	
participacion	11937		
abstencion	289642		
nulos	586		
blancos	195497		
PP	37401	1	PARTIDO POPULAR
PSOE	39157	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	7487	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	1069	0	UNIÓN PROGRESO Y DEMOCRACIA
CiU	79511	2	CONVERGÈNCIA I UNIÓ
ESQUERRA	16529	0	ESQUERRA REPUBLICANA
PACMA	892	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
Eb	2573	0	ESCAÑOS EN BLANCO
PxC	1074	0	PLATAFORMA PER CATALUNYA
PUM+J	366	0	POR UN MUNDO MÁS JUSTO
P.C.P.E.	355	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
ANTICAPITALISTAS	551	0	ANTICAPITALISTAS
PIRATA.CAT	915	0	PIRATES DE CATALUNYA
UCE	91	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
