Siglas	Votos	Diputados	Candidatura
censo	277234	408572	
participacion	85445		
abstencion	191789		
nulos	3101		
blancos	204039		
PP	115796	3	PARTIDO POPULAR
PSOE	57340	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU-LV	4757	0	IZQUIERDA UNIDA-LOS VERDES: LA IZQUIERDA PLURAL
UPyD	1677	0	UNIÓN PROGRESO Y DEMOCRACIA
EQUO	1125	0	EQUO
BNG	19054	0	BLOQUE NACIONALISTA GALEGO
PACMA	679	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
PUM+J	654	0	POR UN MUNDO MÁS JUSTO
UCE	156	0	UNIFICACIÓN COMUNISTA DE ESPAÑA
C.XXI	191	0	CONVERXENCIA VINTEÚN
