Siglas	Votos	Diputados	Candidatura
censo	190204	4	
participacion	159966		
abstencion	30238		
nulos	3971		
blancos	1086		
PSOE	67781	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
AP-PDP	64778	2	ALIANZA POPULAR - PARTIDO DEMOCRATA POPULAR
UCD	11545	0	UNION DE CENTRO DEMOCRATICO
PCE	2491	0	PARTIDO COMUNISTA DE ESPAÑA
CDS	5774	0	CENTRO DEMOCRATICO Y SOCIAL
FN	669	0	ASOCIACION POLITICA FUERZA NUEVA
PST	902	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
UCE	445	0	UNIFICACION COMUNISTA DE ESPAÑA
PCE (M-L)	116	0	PARTIDO COMUNISTA DE ESPAÑA (MARXISTA-LENINISTA)
CUC	184	0	CANDIDATURA DE UNIDAD COMUNISTA
PC	224	0	PARTIDO CARLISTA
