Siglas	Votos	Diputados	Candidatura
censo	511640	6	
participacion	335561		
abstencion	176079		
nulos	2513		
blancos	2938		
PP	28410	0	PARTIDO POPULAR
PSOE	42096	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
C's	32762	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
EN COMÚ	54071	1	EN COMÚ PODEM
ERC-CATSI	78030	2	ESQUERRA REPUBLICANA DE CATALUNYA-CATALUNYA SÍ
DL	83170	2	DEMOCRÀCIA I LLIBERTAT. CONVERGÈNCIA. DEMÒCRATES.
PACMA	3623	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
UPYD	586	0	UNIÓN PROGRESO Y DEMOCRACIA
unio.cat	5871	0	UNIÓ DEMOCRÀTICA DE CATALUNYA
RECORTES CE	889	0	RECORTES CERO-GRUPO VERDE
