Siglas	Votos	Diputados	Candidatura
censo	421545	327910	
participacion	5781		
abstencion	415764		
nulos	331529		
blancos	1150		
PP	173372	3	PARTIDO POPULAR
PSOE-PROGR.	132358	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL - PROGRESISTAS
IU	15018	0	IZQUIERDA UNIDA
GIL	1518	0	GRUPO INDEPENDIENTE LIBERAL
UC-CDS	318	0	UNION CENTRISTA-CENTRO DEMOCRATICO Y SOCIAL
PH	488	0	PARTIDO HUMANISTA
TC-PNC	367	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
PLN	459	0	PARTIDO DE LA LEY NATURAL
FE	199	0	LA FALANGE
ES2000	166	0	PLATAFORMA ESPAÑA 2000
PADE	224	0	PARTIDO DEMOCRATA ESPAÑOL
FEI-FE 2000	130	0	FALANGE ESPAÑOLA INDEPENDIENTE-FALANGE 2000
EL-PAPI	277	0	PARTIDO DE AUTONOMOS, PENSIONISTAS E INDEPENDIENT.
PC	44	0	PARTIDO CARLISTA
PAE	268	0	PARTIDO DE LOS AUTONOMOS ESPAÑOLES PENSIONISTAS
