Siglas	Votos	Diputados	Candidatura
censo	79136	55984	
participacion	384		
abstencion	78752		
nulos	56658		
blancos	159		
PSOE	18421	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	26756	2	PARTIDO POPULAR
IU	2872	0	IZQUIERDA UNIDA
CDS	5260	0	CENTRO DEMOCRATICO Y SOCIAL
RUIZ-MATEOS	466	0	AGRUPACION RUIZ-MATEOS
PTE-UC	164	0	PARTIDO TRABAJADORES DE ESPAÑA-UNIDAD COMUNISTA
PST	539	0	PARTIDO SOCIALISTA DE LOS TRABAJADORES
PCPE	117	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
FE-JONS	106	0	FALANGE ESPAÑOLA DE LAS J.O.N.S.
PH	137	0	PARTIDO HUMANISTA
AR	77	0	ALIANZA POR LA REPUBLICA
PANCAL	252	0	PARTIDO NACIONALISTA DE CASTILLA Y LEON
