Siglas	Votos	Diputados	Candidatura
censo	948080	8	
participacion	625444		
abstencion	322636		
nulos	3907		
blancos	4225		
PP	78965	1	PARTIDO POPULAR
PSOE	86425	1	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PODEMOS-IU-EQUO	179347	3	UNIDOS PODEMOS
C's	20685	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
EAJ-PNV	175296	2	EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO
PACMA	4865	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
EH Bildu	67653	1	EUSKAL HERRIA BILDU
RECORTES CERO-GRUPO VERDE	1176	0	RECORTES CERO-GRUPO VERDE
UPyD	766	0	UNIÓN PROGRESO Y DEMOCRACIA
VOX	641	0	VOX
PCPE	467	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
EB	1026	0	ESCAÑOS EN BLANCO
