Siglas	Votos	Diputados	Candidatura
censo	412802	334385	
participacion	3538		
abstencion	409264		
nulos	339224		
blancos	1342		
PP	164840	3	PARTIDO POPULAR
PSOE	120941	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
IU	42622	0	IZQUIERDA UNIDA
UC	942	0	UNION CENTRISTA
PRT	263	0	PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES
PCPE	350	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PH	543	0	PARTIDO HUMANISTA
FEA	301	0	FALANGE ESPAÑOLA AUTENTICA
TC-PNC	925	0	TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO
URCL	867	0	UNIDAD REGIONALISTA DE CASTILLA Y LEON
