Siglas	Votos	Diputados	Candidatura
censo	309996	4	
participacion	216917		
abstencion	93079		
nulos	1822		
blancos	2613		
PSOE	69848	2	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	58835	1	PARTIDO POPULAR
VOX	44306	1	VOX
PODEMOS-IU	20771	0	UNIDAS PODEMOS
Cs	15947	0	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
PACMA	1651	0	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
RECORTES CERO-GV	222	0	RECORTES CERO-GRUPO VERDE
PUM+J	375	0	POR UN MUNDO MÁS JUSTO
PCPE	177	0	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
PCTE	153	0	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
PDSJE	197	0	PARTIDO DEMÓCRATA SOCIAL JUBILADOS EUROPEOS
