Siglas	Votos	Diputados	Candidatura
censo	947128	730598	
participacion	106610		
abstencion	840518		
nulos	743936		
blancos	33082		
PSOE	287324	4	PARTIDO SOCIALISTA OBRERO ESPAÑOL
PP	329389	4	PARTIDO POPULAR
IU	14125	0	IZQUIERDA UNIDA
BNG	86459	1	BLOQUE NACIONALISTA GALEGO
CDS	1012	0	CENTRO DEMOCRATICO Y SOCIAL
PH	1130	0	PARTIDO HUMANISTA
IR	1082	0	IZQUIERDA REPUBLICANA
DN	438	0	DEMOCRACIA NACIONAL
FE de las JONS	243	0	FALANGE ESPAÑOLA DE LAS JONS
FE	234	0	LA FALANGE
MSR	207	0	MOVIMIENTO SOCIAL REPUBLICANO
PADE	430	0	PARTIDO DEMOCRATA ESPAÑOL
AU.TO.NO.MO	1659	0	PARTIDO DE LOS AUTONOMOS Y PROFESIONALES
FPG	775	0	FRENTE POPULAR GALEGA
CG	827	0	COALICION GALEGA
